#Software: unstable (commit nogit)
#Command: breakdancer-max -o Drosophila_subobscura_NC_048534.1 Puntos_rotura/OF58_puntos_rotura_bwamem2.cfg 
#Library Statistics:
#OF58_mate_proc_dupmarc_bwamem2.bam	mean:308.84	std:106.42	uppercutoff:706.3	lowercutoff:0	readlen:99.5	library:OF58	reflen:25941696	seqcov:39.4298	phycov:61.1935	1:8748	2:30816	4:27194	8:8281	32:47458
#Chr1	Pos1	Orientation1	Chr2	Pos2	Orientation2	Type	Size	Score	num_Reads	num_Reads_lib	OF58_mate_proc_dupmarc_bwamem2.bam
Drosophila_subobscura_NC_048534.1	8963353	42+0-	Drosophila_subobscura_NC_048534.1	8964086	0+42-	DEL	852	99	42	OF58_mate_proc_dupmarc_bwamem2.bam|42	0.06
Drosophila_subobscura_NC_048534.1	9147859	0+4-	Drosophila_subobscura_NC_048534.1	9147939	0+4-	INV	-172	45	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	9159948	3+0-	Drosophila_subobscura_NC_048534.1	9160437	0+3-	DEL	427	54	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	0.76
Drosophila_subobscura_NC_048534.1	9226461	41+0-	Drosophila_subobscura_NC_048534.1	9227182	0+41-	DEL	800	99	41	OF58_mate_proc_dupmarc_bwamem2.bam|41	0.10
Drosophila_subobscura_NC_048534.1	9031461	10+7-	Drosophila_subobscura_NC_048534.1	9287681	11+0-	INV	255896	99	10	OF58_mate_proc_dupmarc_bwamem2.bam|10	1.97
Drosophila_subobscura_NC_048534.1	9281836	2+0-	Drosophila_subobscura_NC_048534.1	9282348	0+2-	DEL	475	31	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	2.61
Drosophila_subobscura_NC_048534.1	9286411	0+2-	Drosophila_subobscura_NC_048534.1	9286616	0+2-	INV	-67	52	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	0.89
Drosophila_subobscura_NC_048534.1	9362621	60+0-	Drosophila_subobscura_NC_048534.1	9363392	0+60-	DEL	858	99	60	OF58_mate_proc_dupmarc_bwamem2.bam|60	0.01
Drosophila_subobscura_NC_048534.1	9434738	9+2-	Drosophila_subobscura_NC_048534.1	9436798	0+9-	DEL	2110	99	9	OF58_mate_proc_dupmarc_bwamem2.bam|9	1.84
Drosophila_subobscura_NC_048534.1	9452558	1+1-	Drosophila_subobscura_NC_048534.1	9452802	1+1-	INV	-90	52	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.16
Drosophila_subobscura_NC_048534.1	9615874	46+0-	Drosophila_subobscura_NC_048534.1	9616513	0+46-	DEL	741	99	46	OF58_mate_proc_dupmarc_bwamem2.bam|46	0.03
Drosophila_subobscura_NC_048534.1	9622140	59+0-	Drosophila_subobscura_NC_048534.1	9622851	0+59-	DEL	793	99	59	OF58_mate_proc_dupmarc_bwamem2.bam|59	0.14
Drosophila_subobscura_NC_048534.1	9730323	3+2-	Drosophila_subobscura_NC_048534.1	9730501	3+2-	INV	-111	39	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	9749467	3+1-	Drosophila_subobscura_NC_048534.1	9749910	0+4-	DEL	428	38	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	0.81
Drosophila_subobscura_NC_048534.1	9761494	2+10-	Drosophila_subobscura_NC_048534.1	9785129	0+5-	INV	23332	66	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	1.93
Drosophila_subobscura_NC_048534.1	9762716	16+0-	Drosophila_subobscura_NC_048534.1	9783686	16+0-	INV	20583	99	16	OF58_mate_proc_dupmarc_bwamem2.bam|16	1.98
Drosophila_subobscura_NC_048534.1	9893647	34+0-	Drosophila_subobscura_NC_048534.1	9902751	0+36-	DEL	9179	99	34	OF58_mate_proc_dupmarc_bwamem2.bam|34	0.05
Drosophila_subobscura_NC_048534.1	9916143	17+4-	Drosophila_subobscura_NC_048534.1	9917532	10+0-	ITX	772	47	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	1.36
Drosophila_subobscura_NC_048534.1	9916373	17+4-	Drosophila_subobscura_NC_048534.1	9917851	3+19-	DEL	1432	99	17	OF58_mate_proc_dupmarc_bwamem2.bam|17	1.59
Drosophila_subobscura_NC_048534.1	9916811	0+2-	Drosophila_subobscura_NC_048534.1	9918019	3+19-	ITX	639	31	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.17
Drosophila_subobscura_NC_048534.1	10070575	66+0-	Drosophila_subobscura_NC_048534.1	10071235	0+65-	DEL	718	99	65	OF58_mate_proc_dupmarc_bwamem2.bam|65	0.15
Drosophila_subobscura_NC_048534.1	10197039	0+4-	Drosophila_subobscura_NC_048534.1	10197081	0+4-	INV	-262	48	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	10377022	12+0-	Drosophila_subobscura_NC_048534.1	10377290	0+12-	DEL	432	99	12	OF58_mate_proc_dupmarc_bwamem2.bam|12	0.21
Drosophila_subobscura_NC_048534.1	10466331	4+0-	Drosophila_subobscura_NC_048534.1	10466409	4+0-	INV	-253	55	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	10494652	36+0-	Drosophila_subobscura_NC_048534.1	10496281	1+45-	DEL	1719	99	35	OF58_mate_proc_dupmarc_bwamem2.bam|35	0.08
Drosophila_subobscura_NC_048534.1	10522826	11+1-	Drosophila_subobscura_NC_048534.1	10523076	0+9-	DEL	444	76	9	OF58_mate_proc_dupmarc_bwamem2.bam|9	0.42
Drosophila_subobscura_NC_048534.1	10538164	53+0-	Drosophila_subobscura_NC_048534.1	10538906	1+52-	DEL	807	99	52	OF58_mate_proc_dupmarc_bwamem2.bam|52	0.07
Drosophila_subobscura_NC_048534.1	10604936	7+0-	Drosophila_subobscura_NC_048534.1	10605769	2+8-	DEL	770	99	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	0.32
Drosophila_subobscura_NC_048534.1	10651477	48+0-	Drosophila_subobscura_NC_048534.1	10652241	0+48-	DEL	860	99	48	OF58_mate_proc_dupmarc_bwamem2.bam|48	NA
Drosophila_subobscura_NC_048534.1	10657544	34+3-	Drosophila_subobscura_NC_048534.1	10657994	4+34-	DEL	567	99	25	OF58_mate_proc_dupmarc_bwamem2.bam|25	0.03
Drosophila_subobscura_NC_048534.1	10704844	35+0-	Drosophila_subobscura_NC_048534.1	10705585	1+52-	DEL	714	99	24	OF58_mate_proc_dupmarc_bwamem2.bam|24	0.07
Drosophila_subobscura_NC_048534.1	10665516	8+6-	Drosophila_subobscura_NC_048534.1	10944077	10+5-	INV	278187	99	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	1.96
Drosophila_subobscura_NC_048534.1	10665516	8+6-	Drosophila_subobscura_NC_048534.1	10944343	16+9-	INV	278556	69	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	1.96
Drosophila_subobscura_NC_048534.1	10665516	8+6-	Drosophila_subobscura_NC_048534.1	10944507	0+3-	INV	278725	49	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.96
Drosophila_subobscura_NC_048534.1	10745343	0+12-	Drosophila_subobscura_NC_048534.1	10751697	18+5-	INV	6167	71	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	1.86
Drosophila_subobscura_NC_048534.1	10868108	4+4-	Drosophila_subobscura_NC_048534.1	10880535	12+0-	INV	12082	68	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	1.94
Drosophila_subobscura_NC_048534.1	10868108	4+4-	Drosophila_subobscura_NC_048534.1	10880929	1+3-	INV	12517	90	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	1.97
Drosophila_subobscura_NC_048534.1	10894898	6+0-	Drosophila_subobscura_NC_048534.1	10900265	2+6-	INV	3143	47	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	1.75
Drosophila_subobscura_NC_048534.1	10895148	4+6-	Drosophila_subobscura_NC_048534.1	10900265	2+6-	INV	4700	89	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	1.76
Drosophila_subobscura_NC_048534.1	10895148	4+6-	Drosophila_subobscura_NC_048534.1	10899691	4+10-	INV	4204	95	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	1.86
Drosophila_subobscura_NC_048534.1	10895472	1+7-	Drosophila_subobscura_NC_048534.1	10899691	4+10-	INV	3891	99	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	1.84
Drosophila_subobscura_NC_048534.1	10895640	0+4-	Drosophila_subobscura_NC_048534.1	10899691	4+10-	INV	3728	90	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	1.81
Drosophila_subobscura_NC_048534.1	10895799	3+0-	Drosophila_subobscura_NC_048534.1	10898853	26+0-	INV	2723	55	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	1.86
Drosophila_subobscura_NC_048534.1	10896063	22+1-	Drosophila_subobscura_NC_048534.1	10898853	26+0-	INV	2419	99	22	OF58_mate_proc_dupmarc_bwamem2.bam|22	1.78
Drosophila_subobscura_NC_048534.1	10915662	13+9-	Drosophila_subobscura_NC_048534.1	10917174	13+0-	INV	1112	99	13	OF58_mate_proc_dupmarc_bwamem2.bam|13	1.62
Drosophila_subobscura_NC_048534.1	10915662	13+9-	Drosophila_subobscura_NC_048534.1	10917703	1+10-	INV	1658	99	9	OF58_mate_proc_dupmarc_bwamem2.bam|9	1.62
Drosophila_subobscura_NC_048534.1	10927421	13+0-	Drosophila_subobscura_NC_048534.1	10928532	8+15-	DEL	1093	56	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	0.35
Drosophila_subobscura_NC_048534.1	10955067	4+3-	Drosophila_subobscura_NC_048534.1	10955197	4+3-	INV	-232	42	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	10906843	4+16-	Drosophila_subobscura_NC_048534.1	11126215	9+4-	INV	191640	99	8	OF58_mate_proc_dupmarc_bwamem2.bam|8	1.92
Drosophila_subobscura_NC_048534.1	10919012	1+16-	Drosophila_subobscura_NC_048534.1	11006991	0+18-	INV	87599	99	16	OF58_mate_proc_dupmarc_bwamem2.bam|16	1.67
Drosophila_subobscura_NC_048534.1	10919536	9+2-	Drosophila_subobscura_NC_048534.1	11006021	9+0-	INV	86210	99	8	OF58_mate_proc_dupmarc_bwamem2.bam|8	1.67
Drosophila_subobscura_NC_048534.1	10920907	2+6-	Drosophila_subobscura_NC_048534.1	11004919	0+8-	INV	83710	99	6	OF58_mate_proc_dupmarc_bwamem2.bam|6	1.68
Drosophila_subobscura_NC_048534.1	10922027	15+19-	Drosophila_subobscura_NC_048534.1	11002407	16+7-	INV	80212	99	15	OF58_mate_proc_dupmarc_bwamem2.bam|15	1.69
Drosophila_subobscura_NC_048534.1	10922027	15+19-	Drosophila_subobscura_NC_048534.1	11002734	0+21-	INV	80368	99	19	OF58_mate_proc_dupmarc_bwamem2.bam|19	1.69
Drosophila_subobscura_NC_048534.1	10922326	0+7-	Drosophila_subobscura_NC_048534.1	11002407	16+7-	INV	79769	99	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	1.69
Drosophila_subobscura_NC_048534.1	10923189	5+0-	Drosophila_subobscura_NC_048534.1	11001237	5+10-	INV	77599	67	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	1.68
Drosophila_subobscura_NC_048534.1	10923599	2+10-	Drosophila_subobscura_NC_048534.1	11001237	5+10-	INV	77160	99	9	OF58_mate_proc_dupmarc_bwamem2.bam|9	1.69
Drosophila_subobscura_NC_048534.1	10924542	20+8-	Drosophila_subobscura_NC_048534.1	10999817	18+38-	INV	74860	99	18	OF58_mate_proc_dupmarc_bwamem2.bam|18	1.69
Drosophila_subobscura_NC_048534.1	10924542	20+8-	Drosophila_subobscura_NC_048534.1	11000198	2+8-	INV	75354	99	8	OF58_mate_proc_dupmarc_bwamem2.bam|8	1.69
Drosophila_subobscura_NC_048534.1	10926360	14+19-	Drosophila_subobscura_NC_048534.1	10997493	10+0-	INV	70765	99	8	OF58_mate_proc_dupmarc_bwamem2.bam|8	1.73
Drosophila_subobscura_NC_048534.1	10926360	14+19-	Drosophila_subobscura_NC_048534.1	10997873	21+4-	INV	71148	38	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	1.73
Drosophila_subobscura_NC_048534.1	10997873	21+4-	Drosophila_subobscura_NC_048534.1	10998591	9+18-	DEL	685	99	14	OF58_mate_proc_dupmarc_bwamem2.bam|14	0.16
Drosophila_subobscura_NC_048534.1	10929723	11+0-	Drosophila_subobscura_NC_048534.1	10992576	10+4-	INV	62563	99	10	OF58_mate_proc_dupmarc_bwamem2.bam|10	1.75
Drosophila_subobscura_NC_048534.1	10930192	0+4-	Drosophila_subobscura_NC_048534.1	10992576	10+4-	INV	62050	93	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	1.75
Drosophila_subobscura_NC_048534.1	10929982	2+5-	Drosophila_subobscura_NC_048534.1	10992912	0+3-	INV	62610	66	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	1.75
Drosophila_subobscura_NC_048534.1	10930535	8+2-	Drosophila_subobscura_NC_048534.1	10991790	10+0-	INV	60877	99	8	OF58_mate_proc_dupmarc_bwamem2.bam|8	1.76
Drosophila_subobscura_NC_048534.1	10936504	11+0-	Drosophila_subobscura_NC_048534.1	10985191	11+7-	INV	48242	99	10	OF58_mate_proc_dupmarc_bwamem2.bam|10	1.65
Drosophila_subobscura_NC_048534.1	10936740	15+7-	Drosophila_subobscura_NC_048534.1	10985191	11+7-	INV	48046	99	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	1.66
Drosophila_subobscura_NC_048534.1	10936740	15+7-	Drosophila_subobscura_NC_048534.1	10984549	2+6-	INV	47546	43	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.65
Drosophila_subobscura_NC_048534.1	10943686	4+41-	Drosophila_subobscura_NC_048534.1	10980753	5+0-	INV	36910	65	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	1.74
Drosophila_subobscura_NC_048534.1	10943686	4+41-	Drosophila_subobscura_NC_048534.1	10981475	3+41-	INV	37277	99	41	OF58_mate_proc_dupmarc_bwamem2.bam|41	1.73
Drosophila_subobscura_NC_048534.1	10943708	10+5-	Drosophila_subobscura_NC_048534.1	10979639	16+1-	ITX	35019	47	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	1.72
Drosophila_subobscura_NC_048534.1	10944343	16+9-	Drosophila_subobscura_NC_048534.1	10980013	0+19-	DEL	35662	99	14	OF58_mate_proc_dupmarc_bwamem2.bam|14	1.74
Drosophila_subobscura_NC_048534.1	10944702	7+0-	Drosophila_subobscura_NC_048534.1	10979036	6+2-	INV	34042	99	6	OF58_mate_proc_dupmarc_bwamem2.bam|6	1.73
Drosophila_subobscura_NC_048534.1	10945148	0+2-	Drosophila_subobscura_NC_048534.1	10979036	6+2-	INV	33577	59	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.74
Drosophila_subobscura_NC_048534.1	10945808	3+4-	Drosophila_subobscura_NC_048534.1	10978109	4+5-	INV	31984	66	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	1.74
Drosophila_subobscura_NC_048534.1	10945808	3+4-	Drosophila_subobscura_NC_048534.1	10978453	0+4-	INV	32358	98	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	1.76
Drosophila_subobscura_NC_048534.1	10946018	12+2-	Drosophila_subobscura_NC_048534.1	10978109	4+5-	INV	31807	52	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.75
Drosophila_subobscura_NC_048534.1	10946269	10+5-	Drosophila_subobscura_NC_048534.1	10978109	4+5-	INV	31553	66	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	1.75
Drosophila_subobscura_NC_048534.1	10946018	12+2-	Drosophila_subobscura_NC_048534.1	10977806	23+2-	INV	31401	99	11	OF58_mate_proc_dupmarc_bwamem2.bam|11	1.72
Drosophila_subobscura_NC_048534.1	10946269	10+5-	Drosophila_subobscura_NC_048534.1	10977806	23+2-	INV	31025	99	12	OF58_mate_proc_dupmarc_bwamem2.bam|12	1.73
Drosophila_subobscura_NC_048534.1	10947807	9+1-	Drosophila_subobscura_NC_048534.1	10975897	9+4-	INV	27765	99	9	OF58_mate_proc_dupmarc_bwamem2.bam|9	1.82
Drosophila_subobscura_NC_048534.1	10948374	5+8-	Drosophila_subobscura_NC_048534.1	10975897	9+4-	INV	27207	93	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	1.84
Drosophila_subobscura_NC_048534.1	10948374	5+8-	Drosophila_subobscura_NC_048534.1	10975349	6+0-	INV	26705	99	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	1.85
Drosophila_subobscura_NC_048534.1	10948970	8+0-	Drosophila_subobscura_NC_048534.1	10974842	8+0-	INV	25535	99	8	OF58_mate_proc_dupmarc_bwamem2.bam|8	1.86
Drosophila_subobscura_NC_048534.1	10949804	9+11-	Drosophila_subobscura_NC_048534.1	10974004	9+0-	INV	23910	99	9	OF58_mate_proc_dupmarc_bwamem2.bam|9	1.90
Drosophila_subobscura_NC_048534.1	10949804	9+11-	Drosophila_subobscura_NC_048534.1	10974428	0+11-	INV	24318	99	11	OF58_mate_proc_dupmarc_bwamem2.bam|11	1.88
Drosophila_subobscura_NC_048534.1	10971223	45+43-	Drosophila_subobscura_NC_048534.1	10972567	0+34-	DEL	1393	99	26	OF58_mate_proc_dupmarc_bwamem2.bam|26	0.13
Drosophila_subobscura_NC_048534.1	10993822	55+0-	Drosophila_subobscura_NC_048534.1	10994491	0+55-	DEL	736	99	55	OF58_mate_proc_dupmarc_bwamem2.bam|55	0.32
Drosophila_subobscura_NC_048534.1	11011479	1+4-	Drosophila_subobscura_NC_048534.1	11034433	0+4-	INV	22592	89	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	2.03
Drosophila_subobscura_NC_048534.1	11011737	8+0-	Drosophila_subobscura_NC_048534.1	11033753	9+0-	INV	21676	99	8	OF58_mate_proc_dupmarc_bwamem2.bam|8	2.05
Drosophila_subobscura_NC_048534.1	11014070	3+0-	Drosophila_subobscura_NC_048534.1	11031871	4+9-	INV	17546	60	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	2.10
Drosophila_subobscura_NC_048534.1	11014731	1+9-	Drosophila_subobscura_NC_048534.1	11031871	4+9-	INV	16923	99	9	OF58_mate_proc_dupmarc_bwamem2.bam|9	2.13
Drosophila_subobscura_NC_048534.1	11043575	13+0-	Drosophila_subobscura_NC_048534.1	11093122	1+12-	DEL	49594	99	12	OF58_mate_proc_dupmarc_bwamem2.bam|12	2.03
Drosophila_subobscura_NC_048534.1	11043837	0+15-	Drosophila_subobscura_NC_048534.1	11093502	14+0-	ITX	48948	99	14	OF58_mate_proc_dupmarc_bwamem2.bam|14	2.02
Drosophila_subobscura_NC_048534.1	11049121	38+0-	Drosophila_subobscura_NC_048534.1	11050719	0+38-	DEL	1691	99	38	OF58_mate_proc_dupmarc_bwamem2.bam|38	0.06
Drosophila_subobscura_NC_048534.1	11056207	21+0-	Drosophila_subobscura_NC_048534.1	11101344	12+21-	DEL	45164	99	21	OF58_mate_proc_dupmarc_bwamem2.bam|21	2.13
Drosophila_subobscura_NC_048534.1	11056532	0+12-	Drosophila_subobscura_NC_048534.1	11101548	12+21-	ITX	44481	99	12	OF58_mate_proc_dupmarc_bwamem2.bam|12	2.13
Drosophila_subobscura_NC_048534.1	11057724	0+6-	Drosophila_subobscura_NC_048534.1	11103894	6+0-	ITX	45548	79	6	OF58_mate_proc_dupmarc_bwamem2.bam|6	2.13
Drosophila_subobscura_NC_048534.1	11066726	0+24-	Drosophila_subobscura_NC_048534.1	11123665	23+0-	ITX	56342	99	22	OF58_mate_proc_dupmarc_bwamem2.bam|22	2.12
Drosophila_subobscura_NC_048534.1	11068422	0+8-	Drosophila_subobscura_NC_048534.1	11128204	4+0-	ITX	59182	61	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	2.09
Drosophila_subobscura_NC_048534.1	11072080	7+3-	Drosophila_subobscura_NC_048534.1	11138385	3+0-	ITX	65787	76	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	2.01
Drosophila_subobscura_NC_048534.1	11072192	7+3-	Drosophila_subobscura_NC_048534.1	11138616	0+7-	DEL	66426	99	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	2.01
Drosophila_subobscura_NC_048534.1	11132777	35+46-	Drosophila_subobscura_NC_048534.1	11134422	0+35-	DEL	1699	99	35	OF58_mate_proc_dupmarc_bwamem2.bam|35	0.02
Drosophila_subobscura_NC_048534.1	11135486	54+0-	Drosophila_subobscura_NC_048534.1	11136477	0+54-	DEL	1068	99	54	OF58_mate_proc_dupmarc_bwamem2.bam|54	0.07
Drosophila_subobscura_NC_048534.1	11188630	2+0-	Drosophila_subobscura_NC_048534.1	11189161	0+2-	DEL	470	35	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.25
Drosophila_subobscura_NC_048534.1	11215791	5+0-	Drosophila_subobscura_NC_048534.1	11215957	5+0-	INV	-257	40	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	11284967	9+0-	Drosophila_subobscura_NC_048534.1	11286884	1+10-	DEL	1826	99	9	OF58_mate_proc_dupmarc_bwamem2.bam|9	0.09
Drosophila_subobscura_NC_048534.1	11334703	1+4-	Drosophila_subobscura_NC_048534.1	11334760	1+4-	INV	-182	46	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	11681805	4+0-	Drosophila_subobscura_NC_048534.1	11681962	4+0-	INV	-129	40	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	11724541	0+4-	Drosophila_subobscura_NC_048534.1	11724633	0+4-	INV	-237	53	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	11861730	34+0-	Drosophila_subobscura_NC_048534.1	11863302	0+34-	DEL	1639	99	34	OF58_mate_proc_dupmarc_bwamem2.bam|34	0.08
Drosophila_subobscura_NC_048534.1	11869328	30+1-	Drosophila_subobscura_NC_048534.1	11870496	1+29-	DEL	1250	99	29	OF58_mate_proc_dupmarc_bwamem2.bam|29	0.05
Drosophila_subobscura_NC_048534.1	12005716	24+0-	Drosophila_subobscura_NC_048534.1	12006500	0+23-	DEL	816	99	23	OF58_mate_proc_dupmarc_bwamem2.bam|23	0.89
Drosophila_subobscura_NC_048534.1	12032041	38+0-	Drosophila_subobscura_NC_048534.1	12032766	0+38-	DEL	794	99	38	OF58_mate_proc_dupmarc_bwamem2.bam|38	0.04
Drosophila_subobscura_NC_048534.1	12152032	4+0-	Drosophila_subobscura_NC_048534.1	12152059	4+0-	INV	-221	49	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	12175777	2+2-	Drosophila_subobscura_NC_048534.1	12175883	2+2-	INV	-164	43	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	12216076	34+0-	Drosophila_subobscura_NC_048534.1	12216824	0+34-	DEL	807	99	32	OF58_mate_proc_dupmarc_bwamem2.bam|32	0.05
Drosophila_subobscura_NC_048534.1	12274242	43+0-	Drosophila_subobscura_NC_048534.1	12275015	49+83-	DEL	831	99	39	OF58_mate_proc_dupmarc_bwamem2.bam|39	NA
Drosophila_subobscura_NC_048534.1	12393834	50+0-	Drosophila_subobscura_NC_048534.1	12394822	42+82-	DEL	1057	99	50	OF58_mate_proc_dupmarc_bwamem2.bam|50	0.15
Drosophila_subobscura_NC_048534.1	12412729	49+0-	Drosophila_subobscura_NC_048534.1	12413883	0+49-	DEL	1244	99	49	OF58_mate_proc_dupmarc_bwamem2.bam|49	0.04
Drosophila_subobscura_NC_048534.1	12482034	33+0-	Drosophila_subobscura_NC_048534.1	12484008	1+33-	DEL	2044	99	33	OF58_mate_proc_dupmarc_bwamem2.bam|33	0.04
Drosophila_subobscura_NC_048534.1	12501753	7+2-	Drosophila_subobscura_NC_048534.1	12514783	7+0-	INV	12700	99	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	1.84
Drosophila_subobscura_NC_048534.1	12510237	15+0-	Drosophila_subobscura_NC_048534.1	12513112	12+0-	INV	2518	99	12	OF58_mate_proc_dupmarc_bwamem2.bam|12	1.71
Drosophila_subobscura_NC_048534.1	12677781	35+2-	Drosophila_subobscura_NC_048534.1	12679381	0+35-	DEL	1654	99	34	OF58_mate_proc_dupmarc_bwamem2.bam|34	0.03
Drosophila_subobscura_NC_048534.1	12770248	33+0-	Drosophila_subobscura_NC_048534.1	12771039	1+30-	DEL	853	99	30	OF58_mate_proc_dupmarc_bwamem2.bam|30	0.17
Drosophila_subobscura_NC_048534.1	12938847	4+2-	Drosophila_subobscura_NC_048534.1	12939127	0+5-	DEL	421	35	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	0.64
Drosophila_subobscura_NC_048534.1	12990342	46+2-	Drosophila_subobscura_NC_048534.1	12993127	0+48-	DEL	2886	99	46	OF58_mate_proc_dupmarc_bwamem2.bam|46	NA
Drosophila_subobscura_NC_048534.1	13083598	33+0-	Drosophila_subobscura_NC_048534.1	13088609	0+34-	DEL	5060	99	33	OF58_mate_proc_dupmarc_bwamem2.bam|33	0.01
Drosophila_subobscura_NC_048534.1	13198781	2+2-	Drosophila_subobscura_NC_048534.1	13198805	2+2-	INV	-260	50	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	13359725	44+1-	Drosophila_subobscura_NC_048534.1	13360490	0+44-	DEL	832	99	44	OF58_mate_proc_dupmarc_bwamem2.bam|44	0.09
Drosophila_subobscura_NC_048534.1	13409645	46+0-	Drosophila_subobscura_NC_048534.1	13410418	0+46-	DEL	819	99	46	OF58_mate_proc_dupmarc_bwamem2.bam|46	0.13
Drosophila_subobscura_NC_048534.1	13443397	2+2-	Drosophila_subobscura_NC_048534.1	13443466	2+2-	INV	-269	57	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	13499200	21+0-	Drosophila_subobscura_NC_048534.1	13499924	0+21-	DEL	715	99	21	OF58_mate_proc_dupmarc_bwamem2.bam|21	NA
Drosophila_subobscura_NC_048534.1	13511177	0+4-	Drosophila_subobscura_NC_048534.1	13511219	0+4-	INV	-193	48	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048534.1	13531180	69+46-	Drosophila_subobscura_NC_048534.1	13531747	0+38-	DEL	614	99	36	OF58_mate_proc_dupmarc_bwamem2.bam|36	0.05
Drosophila_subobscura_NC_048534.1	13694213	0+6-	Drosophila_subobscura_NC_048534.1	13694410	0+6-	INV	-197	54	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	NA
Drosophila_subobscura_NC_048534.1	13731149	45+0-	Drosophila_subobscura_NC_048534.1	13731844	0+46-	DEL	773	99	45	OF58_mate_proc_dupmarc_bwamem2.bam|45	0.10
Drosophila_subobscura_NC_048534.1	13986301	47+0-	Drosophila_subobscura_NC_048534.1	13992268	0+47-	DEL	6030	99	47	OF58_mate_proc_dupmarc_bwamem2.bam|47	0.06
Drosophila_subobscura_NC_048534.1	14105471	42+0-	Drosophila_subobscura_NC_048534.1	14110699	0+39-	DEL	5311	99	39	OF58_mate_proc_dupmarc_bwamem2.bam|39	0.01
Drosophila_subobscura_NC_048534.1	14211581	43+0-	Drosophila_subobscura_NC_048534.1	14212864	0+45-	DEL	1364	99	43	OF58_mate_proc_dupmarc_bwamem2.bam|43	0.40
