#Software: unstable (commit nogit)
#Command: breakdancer-max -o Drosophila_subobscura_NC_048532.1 Puntos_rotura/OF58_puntos_rotura_bwamem2.cfg 
#Library Statistics:
#OF58_mate_proc_dupmarc_bwamem2.bam	mean:308.84	std:106.42	uppercutoff:706.3	lowercutoff:0	readlen:99.5	library:OF58	reflen:23815271	seqcov:38.4522	phycov:59.6763	1:5694	2:25483	4:9200	8:6054	32:27813
#Chr1	Pos1	Orientation1	Chr2	Pos2	Orientation2	Type	Size	Score	num_Reads	num_Reads_lib	OF58_mate_proc_dupmarc_bwamem2.bam
Drosophila_subobscura_NC_048532.1	10200684	9+2-	Drosophila_subobscura_NC_048532.1	10206435	0+2-	INV	5459	59	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.85
Drosophila_subobscura_NC_048532.1	10200923	0+8-	Drosophila_subobscura_NC_048532.1	10206237	0+8-	INV	5004	99	8	OF58_mate_proc_dupmarc_bwamem2.bam|8	1.88
Drosophila_subobscura_NC_048532.1	10266704	63+0-	Drosophila_subobscura_NC_048532.1	10267869	0+63-	DEL	1222	99	63	OF58_mate_proc_dupmarc_bwamem2.bam|63	0.03
Drosophila_subobscura_NC_048532.1	10283055	24+11-	Drosophila_subobscura_NC_048532.1	10283211	24+11-	ITX	-264	82	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	NA
Drosophila_subobscura_NC_048532.1	10283307	24+11-	Drosophila_subobscura_NC_048532.1	10283824	0+11-	DEL	642	77	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	1.18
Drosophila_subobscura_NC_048532.1	10283509	15+4-	Drosophila_subobscura_NC_048532.1	10283644	15+4-	ITX	-295	46	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	10331334	13+0-	Drosophila_subobscura_NC_048532.1	10336888	13+1-	INV	5250	99	13	OF58_mate_proc_dupmarc_bwamem2.bam|13	0.52
Drosophila_subobscura_NC_048532.1	10366666	5+0-	Drosophila_subobscura_NC_048532.1	10367300	0+5-	DEL	595	79	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	0.01
Drosophila_subobscura_NC_048532.1	10386008	44+0-	Drosophila_subobscura_NC_048532.1	10387623	0+45-	DEL	1689	99	44	OF58_mate_proc_dupmarc_bwamem2.bam|44	0.15
Drosophila_subobscura_NC_048532.1	10540577	23+0-	Drosophila_subobscura_NC_048532.1	10542156	0+23-	DEL	1604	99	23	OF58_mate_proc_dupmarc_bwamem2.bam|23	0.30
Drosophila_subobscura_NC_048532.1	10541675	4+0-	Drosophila_subobscura_NC_048532.1	10545388	0+3-	DEL	3614	76	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	1.44
Drosophila_subobscura_NC_048532.1	10596766	46+38-	Drosophila_subobscura_NC_048532.1	10597226	46+38-	ITX	-235	99	38	OF58_mate_proc_dupmarc_bwamem2.bam|38	NA
Drosophila_subobscura_NC_048532.1	10597862	15+1-	Drosophila_subobscura_NC_048532.1	10598637	0+7-	DEL	800	79	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	0.28
Drosophila_subobscura_NC_048532.1	10705868	2+2-	Drosophila_subobscura_NC_048532.1	10705936	2+2-	INV	-256	61	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	10731160	8+17-	Drosophila_subobscura_NC_048532.1	10739536	15+1-	ITX	7743	99	15	OF58_mate_proc_dupmarc_bwamem2.bam|15	2.12
Drosophila_subobscura_NC_048532.1	10731335	8+17-	Drosophila_subobscura_NC_048532.1	10739644	0+7-	DEL	8281	99	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	2.16
Drosophila_subobscura_NC_048532.1	10733252	8+3-	Drosophila_subobscura_NC_048532.1	10733903	6+8-	INV	393	99	6	OF58_mate_proc_dupmarc_bwamem2.bam|6	1.61
Drosophila_subobscura_NC_048532.1	10733608	0+2-	Drosophila_subobscura_NC_048532.1	10733903	6+8-	INV	-31	50	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.38
Drosophila_subobscura_NC_048532.1	10792214	42+0-	Drosophila_subobscura_NC_048532.1	10792824	1+53-	DEL	774	99	41	OF58_mate_proc_dupmarc_bwamem2.bam|41	0.01
Drosophila_subobscura_NC_048532.1	10829710	0+4-	Drosophila_subobscura_NC_048532.1	10832477	4+1-	ITX	2224	99	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	3.22
Drosophila_subobscura_NC_048532.1	10830510	2+0-	Drosophila_subobscura_NC_048532.1	10833684	0+3-	DEL	3125	39	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	2.47
Drosophila_subobscura_NC_048532.1	10880811	35+0-	Drosophila_subobscura_NC_048532.1	10881527	0+35-	DEL	705	99	35	OF58_mate_proc_dupmarc_bwamem2.bam|35	0.06
Drosophila_subobscura_NC_048532.1	10887024	33+0-	Drosophila_subobscura_NC_048532.1	10887787	0+32-	DEL	780	99	32	OF58_mate_proc_dupmarc_bwamem2.bam|32	0.08
Drosophila_subobscura_NC_048532.1	10889647	37+0-	Drosophila_subobscura_NC_048532.1	10890412	0+37-	DEL	842	99	37	OF58_mate_proc_dupmarc_bwamem2.bam|37	0.07
Drosophila_subobscura_NC_048532.1	10909626	4+6-	Drosophila_subobscura_NC_048532.1	10909863	4+6-	ITX	-259	56	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	NA
Drosophila_subobscura_NC_048532.1	10910383	3+3-	Drosophila_subobscura_NC_048532.1	10910405	3+3-	ITX	-216	96	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	NA
Drosophila_subobscura_NC_048532.1	11105791	4+0-	Drosophila_subobscura_NC_048532.1	11109141	10+5-	INV	3078	42	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.25
Drosophila_subobscura_NC_048532.1	8026467	6+6-	Drosophila_subobscura_NC_048532.1	11592955	12+1-	ITX	2377160	55	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	2.02
Drosophila_subobscura_NC_048532.1	8026579	6+6-	Drosophila_subobscura_NC_048532.1	11593216	0+5-	DEL	3566567	72	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	2.02
Drosophila_subobscura_NC_048532.1	11236708	2+3-	Drosophila_subobscura_NC_048532.1	11236832	2+3-	INV	-164	46	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	11282644	7+0-	Drosophila_subobscura_NC_048532.1	11284195	5+7-	DEL	1522	96	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	0.55
Drosophila_subobscura_NC_048532.1	11282961	0+5-	Drosophila_subobscura_NC_048532.1	11284428	5+7-	ITX	860	99	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	0.39
Drosophila_subobscura_NC_048532.1	11320997	15+4-	Drosophila_subobscura_NC_048532.1	11321188	15+4-	ITX	-304	42	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	11342240	55+0-	Drosophila_subobscura_NC_048532.1	11342714	1+55-	DEL	551	99	55	OF58_mate_proc_dupmarc_bwamem2.bam|55	0.07
Drosophila_subobscura_NC_048532.1	11377152	54+0-	Drosophila_subobscura_NC_048532.1	11378769	0+52-	DEL	1697	99	52	OF58_mate_proc_dupmarc_bwamem2.bam|52	0.31
Drosophila_subobscura_NC_048532.1	11541730	0+4-	Drosophila_subobscura_NC_048532.1	11541750	0+4-	INV	-233	54	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	11695612	2+0-	Drosophila_subobscura_NC_048532.1	11696145	0+2-	DEL	485	34	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.28
Drosophila_subobscura_NC_048532.1	11763276	50+0-	Drosophila_subobscura_NC_048532.1	11763844	0+50-	DEL	627	99	50	OF58_mate_proc_dupmarc_bwamem2.bam|50	0.10
Drosophila_subobscura_NC_048532.1	10732355	10+0-	Drosophila_subobscura_NC_048532.1	12247089	12+2-	INV	1514427	99	10	OF58_mate_proc_dupmarc_bwamem2.bam|10	2.01
Drosophila_subobscura_NC_048532.1	10733252	8+3-	Drosophila_subobscura_NC_048532.1	12246173	0+26-	INV	1512530	53	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	2.01
Drosophila_subobscura_NC_048532.1	10733903	6+8-	Drosophila_subobscura_NC_048532.1	12245730	30+22-	INV	-166	99	6	OF58_mate_proc_dupmarc_bwamem2.bam|6	2.01
Drosophila_subobscura_NC_048532.1	12245135	5+0-	Drosophila_subobscura_NC_048532.1	12245730	30+22-	INV	346	92	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	0.70
Drosophila_subobscura_NC_048532.1	10738885	16+2-	Drosophila_subobscura_NC_048532.1	12242422	39+13-	INV	1503162	99	13	OF58_mate_proc_dupmarc_bwamem2.bam|13	2.01
Drosophila_subobscura_NC_048532.1	12242076	39+13-	Drosophila_subobscura_NC_048532.1	12244311	13+0-	ITX	1657	99	12	OF58_mate_proc_dupmarc_bwamem2.bam|12	2.89
Drosophila_subobscura_NC_048532.1	11821007	4+0-	Drosophila_subobscura_NC_048532.1	11821054	4+0-	INV	-249	52	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	11846506	30+0-	Drosophila_subobscura_NC_048532.1	11847143	0+30-	DEL	704	99	30	OF58_mate_proc_dupmarc_bwamem2.bam|30	0.08
Drosophila_subobscura_NC_048532.1	11929776	7+1-	Drosophila_subobscura_NC_048532.1	11930116	1+6-	DEL	453	54	6	OF58_mate_proc_dupmarc_bwamem2.bam|6	0.66
Drosophila_subobscura_NC_048532.1	11965022	2+2-	Drosophila_subobscura_NC_048532.1	11965122	2+2-	INV	-240	48	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	12023602	8+2-	Drosophila_subobscura_NC_048532.1	12023880	0+7-	DEL	443	65	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	0.19
Drosophila_subobscura_NC_048532.1	12027280	53+0-	Drosophila_subobscura_NC_048532.1	12028022	2+54-	DEL	797	99	53	OF58_mate_proc_dupmarc_bwamem2.bam|53	NA
Drosophila_subobscura_NC_048532.1	12091683	38+0-	Drosophila_subobscura_NC_048532.1	12092439	0+38-	DEL	796	99	38	OF58_mate_proc_dupmarc_bwamem2.bam|38	0.19
Drosophila_subobscura_NC_048532.1	12095385	42+1-	Drosophila_subobscura_NC_048532.1	12096538	0+42-	DEL	1215	99	42	OF58_mate_proc_dupmarc_bwamem2.bam|42	0.05
Drosophila_subobscura_NC_048532.1	12167177	45+0-	Drosophila_subobscura_NC_048532.1	12167932	0+45-	DEL	823	99	45	OF58_mate_proc_dupmarc_bwamem2.bam|45	0.09
Drosophila_subobscura_NC_048532.1	12185113	42+0-	Drosophila_subobscura_NC_048532.1	12186724	0+42-	DEL	1704	99	42	OF58_mate_proc_dupmarc_bwamem2.bam|42	0.02
Drosophila_subobscura_NC_048532.1	12192160	27+10-	Drosophila_subobscura_NC_048532.1	12192369	27+10-	ITX	-289	99	10	OF58_mate_proc_dupmarc_bwamem2.bam|10	NA
Drosophila_subobscura_NC_048532.1	12198699	7+1-	Drosophila_subobscura_NC_048532.1	12198990	0+7-	DEL	420	68	7	OF58_mate_proc_dupmarc_bwamem2.bam|7	0.23
Drosophila_subobscura_NC_048532.1	12232272	24+0-	Drosophila_subobscura_NC_048532.1	12232820	0+25-	DEL	622	99	24	OF58_mate_proc_dupmarc_bwamem2.bam|24	0.11
Drosophila_subobscura_NC_048532.1	12320380	0+52-	Drosophila_subobscura_NC_048532.1	12321955	52+0-	ITX	897	99	52	OF58_mate_proc_dupmarc_bwamem2.bam|52	2.77
Drosophila_subobscura_NC_048532.1	12385353	8+8-	Drosophila_subobscura_NC_048532.1	12387812	6+1-	INV	2137	95	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	2.52
Drosophila_subobscura_NC_048532.1	11591817	0+2-	Drosophila_subobscura_NC_048532.1	12428237	1+8-	INV	836105	57	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	2.02
Drosophila_subobscura_NC_048532.1	11591982	0+6-	Drosophila_subobscura_NC_048532.1	12428237	1+8-	INV	835908	99	6	OF58_mate_proc_dupmarc_bwamem2.bam|6	2.02
Drosophila_subobscura_NC_048532.1	12384035	2+35-	Drosophila_subobscura_NC_048532.1	12498918	10+0-	ITX	114174	99	10	OF58_mate_proc_dupmarc_bwamem2.bam|10	2.01
Drosophila_subobscura_NC_048532.1	12385353	8+8-	Drosophila_subobscura_NC_048532.1	12388415	0+8-	INV	2785	99	8	OF58_mate_proc_dupmarc_bwamem2.bam|8	2.24
Drosophila_subobscura_NC_048532.1	12412286	5+6-	Drosophila_subobscura_NC_048532.1	12413100	7+1-	INV	475	99	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	1.34
Drosophila_subobscura_NC_048532.1	12412286	5+6-	Drosophila_subobscura_NC_048532.1	12413705	0+8-	INV	960	99	6	OF58_mate_proc_dupmarc_bwamem2.bam|6	1.28
Drosophila_subobscura_NC_048532.1	12469866	37+0-	Drosophila_subobscura_NC_048532.1	12471430	0+35-	DEL	1631	99	34	OF58_mate_proc_dupmarc_bwamem2.bam|34	0.20
Drosophila_subobscura_NC_048532.1	12495194	2+3-	Drosophila_subobscura_NC_048532.1	12495218	2+3-	INV	-246	54	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	12662010	2+2-	Drosophila_subobscura_NC_048532.1	12662095	2+2-	INV	-244	49	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	12816799	17+10-	Drosophila_subobscura_NC_048532.1	12817557	7+8-	INV	483	78	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	0.08
Drosophila_subobscura_NC_048532.1	12878949	49+0-	Drosophila_subobscura_NC_048532.1	12880120	0+49-	DEL	1236	99	49	OF58_mate_proc_dupmarc_bwamem2.bam|49	0.04
Drosophila_subobscura_NC_048532.1	12888223	2+2-	Drosophila_subobscura_NC_048532.1	12888295	2+2-	INV	-246	50	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	12904704	46+0-	Drosophila_subobscura_NC_048532.1	12905440	0+48-	DEL	809	99	46	OF58_mate_proc_dupmarc_bwamem2.bam|46	0.45
Drosophila_subobscura_NC_048532.1	12939305	19+0-	Drosophila_subobscura_NC_048532.1	12940039	0+18-	DEL	779	99	18	OF58_mate_proc_dupmarc_bwamem2.bam|18	0.77
Drosophila_subobscura_NC_048532.1	12971454	43+0-	Drosophila_subobscura_NC_048532.1	12972226	0+43-	DEL	855	99	43	OF58_mate_proc_dupmarc_bwamem2.bam|43	0.01
Drosophila_subobscura_NC_048532.1	12999054	4+0-	Drosophila_subobscura_NC_048532.1	12999130	4+0-	INV	-248	49	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	13053793	8+4-	Drosophila_subobscura_NC_048532.1	13057528	40+44-	ITX	931	62	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	0.12
Drosophila_subobscura_NC_048532.1	13074229	2+0-	Drosophila_subobscura_NC_048532.1	13074750	0+2-	DEL	468	35	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.96
Drosophila_subobscura_NC_048532.1	13100749	28+0-	Drosophila_subobscura_NC_048532.1	13101584	0+33-	DEL	833	99	22	OF58_mate_proc_dupmarc_bwamem2.bam|22	0.17
Drosophila_subobscura_NC_048532.1	13331751	8+4-	Drosophila_subobscura_NC_048532.1	13331804	8+4-	INV	-240	93	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	NA
Drosophila_subobscura_NC_048532.1	13331900	8+4-	Drosophila_subobscura_NC_048532.1	13332545	0+5-	INV	280	77	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	0.81
Drosophila_subobscura_NC_048532.1	13394154	50+1-	Drosophila_subobscura_NC_048532.1	13394906	0+53-	DEL	798	99	50	OF58_mate_proc_dupmarc_bwamem2.bam|50	0.01
Drosophila_subobscura_NC_048532.1	13452159	9+11-	Drosophila_subobscura_NC_048532.1	13453074	8+0-	INV	610	99	8	OF58_mate_proc_dupmarc_bwamem2.bam|8	1.93
Drosophila_subobscura_NC_048532.1	13452159	9+11-	Drosophila_subobscura_NC_048532.1	13453477	0+12-	INV	918	99	11	OF58_mate_proc_dupmarc_bwamem2.bam|11	1.81
Drosophila_subobscura_NC_048532.1	13525532	2+2-	Drosophila_subobscura_NC_048532.1	13525619	2+2-	INV	-254	58	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	13590443	3+0-	Drosophila_subobscura_NC_048532.1	13591592	7+1-	INV	859	60	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.40
Drosophila_subobscura_NC_048532.1	13590665	7+0-	Drosophila_subobscura_NC_048532.1	13591592	7+1-	INV	608	99	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	1.28
Drosophila_subobscura_NC_048532.1	13622279	100+17-	Drosophila_subobscura_NC_048532.1	13622446	100+17-	ITX	-292	99	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	NA
Drosophila_subobscura_NC_048532.1	13689956	57+1-	Drosophila_subobscura_NC_048532.1	13691558	0+58-	DEL	1660	99	57	OF58_mate_proc_dupmarc_bwamem2.bam|57	0.25
Drosophila_subobscura_NC_048532.1	13715853	29+0-	Drosophila_subobscura_NC_048532.1	13717444	2+29-	DEL	1679	99	29	OF58_mate_proc_dupmarc_bwamem2.bam|29	0.66
Drosophila_subobscura_NC_048532.1	13840158	4+0-	Drosophila_subobscura_NC_048532.1	13840210	4+0-	INV	-254	51	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	13847570	32+21-	Drosophila_subobscura_NC_048532.1	13847847	32+21-	ITX	-267	99	21	OF58_mate_proc_dupmarc_bwamem2.bam|21	NA
Drosophila_subobscura_NC_048532.1	13858342	12+5-	Drosophila_subobscura_NC_048532.1	13858615	12+5-	ITX	-286	70	4	OF58_mate_proc_dupmarc_bwamem2.bam|4	NA
Drosophila_subobscura_NC_048532.1	13859086	13+10-	Drosophila_subobscura_NC_048532.1	13859378	13+10-	ITX	-242	99	9	OF58_mate_proc_dupmarc_bwamem2.bam|9	NA
Drosophila_subobscura_NC_048532.1	13864954	42+22-	Drosophila_subobscura_NC_048532.1	13865294	42+22-	ITX	-282	99	15	OF58_mate_proc_dupmarc_bwamem2.bam|15	NA
Drosophila_subobscura_NC_048532.1	13870738	5+5-	Drosophila_subobscura_NC_048532.1	13870854	5+5-	ITX	-264	99	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	NA
Drosophila_subobscura_NC_048532.1	14087552	0+40-	Drosophila_subobscura_NC_048532.1	14090266	23+0-	ITX	2142	99	14	OF58_mate_proc_dupmarc_bwamem2.bam|14	3.14
Drosophila_subobscura_NC_048532.1	14087552	0+40-	Drosophila_subobscura_NC_048532.1	14090843	14+9-	ITX	2621	99	14	OF58_mate_proc_dupmarc_bwamem2.bam|14	3.17
Drosophila_subobscura_NC_048532.1	14090266	23+0-	Drosophila_subobscura_NC_048532.1	14090663	14+9-	DEL	484	99	9	OF58_mate_proc_dupmarc_bwamem2.bam|9	1.98
Drosophila_subobscura_NC_048532.1	12816799	17+10-	Drosophila_subobscura_NC_048532.1	15105611	2+71-	DEL	2288845	99	17	OF58_mate_proc_dupmarc_bwamem2.bam|17	1.96
Drosophila_subobscura_NC_048532.1	12817557	7+8-	Drosophila_subobscura_NC_048532.1	15106066	2+71-	INV	2287891	55	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	1.96
Drosophila_subobscura_NC_048532.1	12817659	4+2-	Drosophila_subobscura_NC_048532.1	15106066	2+71-	ITX	2287720	34	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.96
Drosophila_subobscura_NC_048532.1	15103372	26+3-	Drosophila_subobscura_NC_048532.1	15105611	2+71-	DEL	2180	42	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	0.20
Drosophila_subobscura_NC_048532.1	15104033	21+21-	Drosophila_subobscura_NC_048532.1	15105611	2+71-	DEL	1659	99	21	OF58_mate_proc_dupmarc_bwamem2.bam|21	0.19
Drosophila_subobscura_NC_048532.1	15103372	26+3-	Drosophila_subobscura_NC_048532.1	15103783	21+21-	DEL	445	99	21	OF58_mate_proc_dupmarc_bwamem2.bam|21	0.16
Drosophila_subobscura_NC_048532.1	12987968	12+1-	Drosophila_subobscura_NC_048532.1	15106586	10+5-	DEL	2118555	53	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	1.97
Drosophila_subobscura_NC_048532.1	12988236	11+20-	Drosophila_subobscura_NC_048532.1	15106767	10+5-	ITX	2117879	99	8	OF58_mate_proc_dupmarc_bwamem2.bam|8	1.97
Drosophila_subobscura_NC_048532.1	14400157	11+0-	Drosophila_subobscura_NC_048532.1	14400798	0+6-	DEL	605	60	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	0.62
Drosophila_subobscura_NC_048532.1	14512327	43+0-	Drosophila_subobscura_NC_048532.1	14513044	0+42-	DEL	778	99	42	OF58_mate_proc_dupmarc_bwamem2.bam|42	0.08
Drosophila_subobscura_NC_048532.1	14536239	27+0-	Drosophila_subobscura_NC_048532.1	14540319	0+34-	DEL	4048	99	27	OF58_mate_proc_dupmarc_bwamem2.bam|27	0.10
Drosophila_subobscura_NC_048532.1	14554371	49+0-	Drosophila_subobscura_NC_048532.1	14555127	0+48-	DEL	827	99	48	OF58_mate_proc_dupmarc_bwamem2.bam|48	0.03
Drosophila_subobscura_NC_048532.1	14647511	94+93-	Drosophila_subobscura_NC_048532.1	14647965	94+93-	ITX	-164	99	93	OF58_mate_proc_dupmarc_bwamem2.bam|93	NA
Drosophila_subobscura_NC_048532.1	14648952	2+2-	Drosophila_subobscura_NC_048532.1	14649006	2+2-	INV	-261	64	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	14751901	10+0-	Drosophila_subobscura_NC_048532.1	14753004	10+8-	INV	858	99	10	OF58_mate_proc_dupmarc_bwamem2.bam|10	1.70
Drosophila_subobscura_NC_048532.1	14752426	0+8-	Drosophila_subobscura_NC_048532.1	14753004	10+8-	INV	294	99	8	OF58_mate_proc_dupmarc_bwamem2.bam|8	1.84
Drosophila_subobscura_NC_048532.1	14810133	41+0-	Drosophila_subobscura_NC_048532.1	14811756	0+42-	DEL	1694	99	41	OF58_mate_proc_dupmarc_bwamem2.bam|41	0.12
Drosophila_subobscura_NC_048532.1	15306838	47+0-	Drosophila_subobscura_NC_048532.1	15307578	1+47-	DEL	822	99	46	OF58_mate_proc_dupmarc_bwamem2.bam|46	0.57
Drosophila_subobscura_NC_048532.1	15389303	38+0-	Drosophila_subobscura_NC_048532.1	15406233	0+38-	DEL	16992	99	37	OF58_mate_proc_dupmarc_bwamem2.bam|37	0.04
Drosophila_subobscura_NC_048532.1	15470201	48+0-	Drosophila_subobscura_NC_048532.1	15470665	0+45-	DEL	534	99	45	OF58_mate_proc_dupmarc_bwamem2.bam|45	0.16
Drosophila_subobscura_NC_048532.1	15479625	13+10-	Drosophila_subobscura_NC_048532.1	15480001	13+10-	ITX	-282	33	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	15480200	6+2-	Drosophila_subobscura_NC_048532.1	15480320	6+2-	ITX	-296	48	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	15503430	34+0-	Drosophila_subobscura_NC_048532.1	15504193	0+34-	DEL	870	99	34	OF58_mate_proc_dupmarc_bwamem2.bam|34	NA
Drosophila_subobscura_NC_048532.1	15775475	40+0-	Drosophila_subobscura_NC_048532.1	15776211	0+40-	DEL	794	99	40	OF58_mate_proc_dupmarc_bwamem2.bam|40	0.14
Drosophila_subobscura_NC_048532.1	15814379	2+2-	Drosophila_subobscura_NC_048532.1	15814547	2+2-	INV	-221	44	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	15916716	34+0-	Drosophila_subobscura_NC_048532.1	15917462	1+34-	DEL	814	99	34	OF58_mate_proc_dupmarc_bwamem2.bam|34	0.05
Drosophila_subobscura_NC_048532.1	16215693	16+0-	Drosophila_subobscura_NC_048532.1	16216150	16+18-	DEL	497	99	11	OF58_mate_proc_dupmarc_bwamem2.bam|11	0.41
Drosophila_subobscura_NC_048532.1	16273807	7+0-	Drosophila_subobscura_NC_048532.1	16274855	0+5-	DEL	1039	40	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	0.93
Drosophila_subobscura_NC_048532.1	16470583	4+12-	Drosophila_subobscura_NC_048532.1	16473030	14+4-	ITX	1837	99	12	OF58_mate_proc_dupmarc_bwamem2.bam|12	1.06
Drosophila_subobscura_NC_048532.1	16471261	4+8-	Drosophila_subobscura_NC_048532.1	16471496	4+8-	ITX	-250	39	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	16636393	10+1-	Drosophila_subobscura_NC_048532.1	16658186	10+8-	DEL	21869	36	3	OF58_mate_proc_dupmarc_bwamem2.bam|3	1.16
Drosophila_subobscura_NC_048532.1	16638102	13+7-	Drosophila_subobscura_NC_048532.1	16660346	94+135-	ITX	21686	43	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	1.59
Drosophila_subobscura_NC_048532.1	16657240	27+27-	Drosophila_subobscura_NC_048532.1	16660159	94+135-	DEL	2879	99	17	OF58_mate_proc_dupmarc_bwamem2.bam|17	4.73
Drosophila_subobscura_NC_048532.1	16657456	46+28-	Drosophila_subobscura_NC_048532.1	16660346	94+135-	ITX	2056	99	25	OF58_mate_proc_dupmarc_bwamem2.bam|25	4.05
Drosophila_subobscura_NC_048532.1	16657076	27+27-	Drosophila_subobscura_NC_048532.1	16660125	122+17-	ITX	1545	99	27	OF58_mate_proc_dupmarc_bwamem2.bam|27	2.34
Drosophila_subobscura_NC_048532.1	16657831	46+28-	Drosophila_subobscura_NC_048532.1	16660422	0+15-	DEL	2856	44	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	4.47
Drosophila_subobscura_NC_048532.1	16646949	66+21-	Drosophila_subobscura_NC_048532.1	16650387	0+13-	DEL	3383	99	8	OF58_mate_proc_dupmarc_bwamem2.bam|8	1.06
Drosophila_subobscura_NC_048532.1	16646790	66+21-	Drosophila_subobscura_NC_048532.1	16655003	15+13-	ITX	7673	99	5	OF58_mate_proc_dupmarc_bwamem2.bam|5	1.34
Drosophila_subobscura_NC_048532.1	16648591	2+2-	Drosophila_subobscura_NC_048532.1	16648626	2+2-	ITX	-235	64	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	16651698	19+19-	Drosophila_subobscura_NC_048532.1	16651822	19+19-	ITX	-251	99	11	OF58_mate_proc_dupmarc_bwamem2.bam|11	NA
Drosophila_subobscura_NC_048532.1	16860936	34+0-	Drosophila_subobscura_NC_048532.1	16862100	0+35-	DEL	1231	99	34	OF58_mate_proc_dupmarc_bwamem2.bam|34	0.04
Drosophila_subobscura_NC_048532.1	16919506	4+3-	Drosophila_subobscura_NC_048532.1	16919627	4+3-	INV	-177	46	2	OF58_mate_proc_dupmarc_bwamem2.bam|2	NA
Drosophila_subobscura_NC_048532.1	16991014	52+0-	Drosophila_subobscura_NC_048532.1	16992628	0+52-	DEL	1720	99	52	OF58_mate_proc_dupmarc_bwamem2.bam|52	0.07
